          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0448   0.00999301    0.0191874      2.33487      2.56306      3.32728 
        11.5       0.0005        0.699      2.22533       1        0.064    0.0160839    0.0140587      4.55235      3.10506      4.21703 
        11.5        0.003        0.089      10.8496       2       0.0219   0.00357628    0.0649589     0.337136     -12.0401     -15.5804 
        11.5        0.003        0.101      10.1174       3        0.019   0.00237477    0.0693468     0.273985     -21.2007     -29.4171 
        11.5        0.003        0.117      9.31615       4        0.023   0.00251532    0.0710006     0.323941     -19.0833     -29.3447 
        11.5        0.003        0.155      7.91793       5       0.0251   0.00230004    0.0688361     0.364634     -19.0154     -42.9098 
        11.5        0.003        0.244      5.96918       6       0.0262   0.00237988    0.0568878     0.460556     -12.8947     -30.4875 
        11.5        0.003        0.361      4.51176       7       0.0317   0.00290033     0.040018     0.792143     -2.86796     -6.58886 
        11.5        0.003        0.631      2.59327       8       0.0403   0.00426914    0.0146264      2.75529      6.01376      11.4254 
          44        0.003        0.341      9.22129       9       0.0202   0.00658037     0.058068     0.347868     -5.75469     -6.07565 
          44        0.003        0.386      8.36598      10       0.0355   0.00451618    0.0541913     0.655086     -4.13875     -5.50129 
          44        0.003        0.446      7.39288      11       0.0327   0.00378078    0.0476858     0.685739     -3.96368      -5.8557 
          44        0.003        0.592      5.50675      12       0.0387   0.00413963    0.0310047       1.2482      1.85893      4.31864 
