          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0553   0.00812609   0.00139438      39.6592      6.63365      9.30056 
        11.5       0.0005        0.699      2.22533       1       0.0579   0.00846113  0.000607951       95.238      6.77121      9.67636 
        11.5        0.003        0.089      10.8496       2       0.0271   0.00238126   0.00510516      5.30835      9.23665      31.1241 
        11.5        0.003        0.101      10.1174       3       0.0275   0.00241406   0.00475142      5.78775      9.42339      32.3717 
        11.5        0.003        0.117      9.31615       4       0.0268   0.00235505   0.00427783      6.26486      9.56336      33.5348 
        11.5        0.003        0.155      7.91793       5       0.0267     0.002342   0.00333175      8.01381      9.97789      39.5382 
        11.5        0.003        0.244      5.96918       6        0.027   0.00238121   0.00205813      13.1187      10.4745      41.7318 
        11.5        0.003        0.361      4.51176       7       0.0313   0.00284761   0.00152057      20.5843      10.4577      37.2319 
          44        0.003        0.341      9.22129       8       0.0377   0.00335382   0.00273749      13.7718      10.4247      31.7531 
          44        0.003        0.386      8.36598       9       0.0389   0.00352212   0.00232086       16.761      10.3856      32.8781 
          44        0.003        0.446      7.39288      10        0.041    0.0037662   0.00185686      22.0803      10.3933      36.6115 
          44        0.003        0.592      5.50675      11       0.0404   0.00400857  0.000938501      43.0474      9.84429      42.7521 
