          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0456   0.00999004    0.0815022     0.559494     -3.59379      -4.6368 
        11.5       0.0005        0.699      2.22533       1       0.0498    0.0111529     0.107631     0.462694     -5.18527     -6.35926 
        11.5        0.003        0.089      10.8496       2       0.0222    0.0028588    0.0199823      1.11098     0.775735      1.01849 
        11.5        0.003        0.101      10.1174       3       0.0227   0.00264141    0.0206624      1.09861     0.771397       1.1008 
        11.5        0.003        0.117      9.31615       4       0.0256   0.00279791    0.0209352      1.22282      1.66725      2.54534 
        11.5        0.003        0.155      7.91793       5       0.0288   0.00266458    0.0210362      1.36907       2.9137      6.47751 
        11.5        0.003        0.244      5.96918       6       0.0281   0.00259876    0.0232533      1.20843      1.86501      4.06427 
        11.5        0.003        0.361      4.51176       7       0.0284   0.00271692    0.0316909     0.896156     -1.21127     -2.41306 
          44        0.003        0.341      9.22129       8       0.0379   0.00472216    0.0386502     0.980589    -0.158874    -0.212322 
          44        0.003        0.386      8.36598       9        0.035   0.00420408    0.0427878     0.817991     -1.85243     -2.55976 
          44        0.003        0.446      7.39288      10       0.0316   0.00380055    0.0487083     0.648759     -4.50155     -6.49284 
          44        0.003        0.592      5.50675      11       0.0412    0.0044557    0.0635743     0.648061      -5.0215     -11.3089 
