          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0456   0.00999004    0.0358681      1.27132     0.974159      1.25688 
        11.5       0.0005        0.699      2.22533       1       0.0498    0.0111529    0.0279966      1.77879      1.95496      2.39758 
        11.5        0.003        0.089      10.8496       2       0.0222    0.0028588    0.0197057      1.12658     0.872513      1.14555 
        11.5        0.003        0.101      10.1174       3       0.0227   0.00264141     0.020579      1.10306     0.802967      1.14585 
        11.5        0.003        0.117      9.31615       4       0.0256   0.00279791    0.0211619      1.20972      1.58623      2.42166 
        11.5        0.003        0.155      7.91793       5       0.0288   0.00266458     0.021878      1.31639      2.59777      5.77515 
        11.5        0.003        0.244      5.96918       6       0.0281   0.00259876    0.0237517      1.18307      1.67322      3.64633 
        11.5        0.003        0.361      4.51176       7       0.0284   0.00271692    0.0263653      1.07717     0.748903      1.49195 
          44        0.003        0.341      9.22129       8       0.0379   0.00472216    0.0296203      1.27953      1.75337      2.34323 
          44        0.003        0.386      8.36598       9        0.035   0.00420408    0.0293357      1.19309      1.34733      1.86179 
          44        0.003        0.446      7.39288      10       0.0316   0.00380055    0.0282333      1.11925     0.885857      1.27772 
          44        0.003        0.592      5.50675      11       0.0412    0.0044557    0.0225643       1.8259      4.18245      9.41932 
