          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0456   0.00999004    0.0405671      1.12406     0.503791     0.650003 
        11.5       0.0005        0.699      2.22533       1       0.0498    0.0111529    0.0432331       1.1519     0.588808      0.72212 
        11.5        0.003        0.089      10.8496       2       0.0222    0.0028588    0.0191511       1.1592      1.06649      1.40023 
        11.5        0.003        0.101      10.1174       3       0.0227   0.00264141    0.0196145      1.15731      1.16813      1.66694 
        11.5        0.003        0.117      9.31615       4       0.0256   0.00279791    0.0198586      1.28911      2.05204      3.13279 
        11.5        0.003        0.155      7.91793       5       0.0288   0.00266458    0.0201255      1.43102      3.25547       7.2373 
        11.5        0.003        0.244      5.96918       6       0.0281   0.00259876    0.0213399      1.31678      2.60129      5.66879 
        11.5        0.003        0.361      4.51176       7       0.0284   0.00271692    0.0241041      1.17822      1.58116      3.14995 
          44        0.003        0.341      9.22129       8       0.0379   0.00472216    0.0272027      1.39324      2.26534      3.02743 
          44        0.003        0.386      8.36598       9        0.035   0.00420408    0.0280554      1.24753      1.65188      2.28263 
          44        0.003        0.446      7.39288      10       0.0316   0.00380055    0.0289393      1.09194     0.700074      1.00976 
          44        0.003        0.592      5.50675      11       0.0412    0.0044557    0.0297129       1.3866      2.57806      5.80606 
