       iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
3.31561e-315      16513.1       372.55      16513.1            1            0            0 
6.95266e-310       2622.6      38.8551       2622.6            1            0            0 
6.95266e-310      252.627      2.53579      252.627            1            0            0 
6.95266e-310      15.6055     0.117869      15.6055            1            0            0 
6.95266e-310     0.564891   0.00367809     0.564891            1            0            0 
6.95266e-310   0.00819484  7.03807e-05   0.00819484            1            0            0 
6.95266e-310  4.42981e-06  7.85995e-07  4.42981e-06            1            0            0 
6.95266e-310      6414.25      125.102      6414.25            1            0            0 
6.95266e-310      1533.39      21.1713      1533.39            1            0            0 
6.95266e-310      188.064      1.81468      188.064            1            0            0 
6.95266e-310      12.7563     0.093472      12.7563            1            0            0 
6.95266e-310     0.509016   0.00317645     0.509016            1            0            0 
6.95266e-310   0.00775244  6.54278e-05   0.00775244            1            0            0 
6.95266e-310  4.55933e-06  7.39627e-07  4.55933e-06            1            0            0 
6.95266e-310      1550.08      28.0503      1550.08            1            0            0 
6.95266e-310      626.169      8.13584      626.169            1            0            0 
6.95266e-310      116.043      1.06487      116.043            1            0            0 
6.95266e-310      10.0955    0.0709658      10.0955            1            0            0 
6.95266e-310     0.447149   0.00275754     0.447149            1            0            0 
6.95266e-310   0.00720994  5.88413e-05   0.00720994            1            0            0 
6.95266e-310  4.41814e-06  7.38254e-07  4.41814e-06            1            0            0 
6.95266e-310       255.46      5.11378       255.46            1            0            0 
6.95266e-310      143.667      1.62028      143.667            1            0            0 
6.95266e-310      48.7394     0.395747      48.7394            1            0            0 
6.95266e-310      6.61074     0.044196      6.61074            1            0            0 
6.95266e-310     0.375289    0.0022376     0.375289            1            0            0 
6.95266e-310   0.00682925  5.67668e-05   0.00682925            1            0            0 
6.95266e-310  4.34518e-06  7.52194e-07  4.34518e-06            1            0            0 
6.95266e-310      37.1622     0.894472      37.1622            1            0            0 
6.95266e-310      22.6808     0.294423      22.6808            1            0            0 
6.95266e-310      11.9799    0.0933726      11.9799            1            0            0 
6.95266e-310       3.0875    0.0187545       3.0875            1            0            0 
6.95266e-310     0.285696   0.00161195     0.285696            1            0            0 
6.95266e-310   0.00701412  5.61135e-05   0.00701412            1            0            0 
6.95266e-310  5.29661e-06  8.85083e-07  5.29661e-06            1            0            0 
6.95266e-310      4.41088     0.153842      4.41088            1            0            0 
6.95266e-310      3.27124    0.0558235      3.27124            1            0            0 
6.95266e-310      1.91904     0.017936      1.91904            1            0            0 
6.95266e-310     0.765597   0.00467926     0.765597            1            0            0 
6.95266e-310     0.138003  0.000768479     0.138003            1            0            0 
6.95266e-310   0.00519027  4.48651e-05   0.00519027            1            0            0 
6.95266e-310  4.66611e-06  9.96089e-07  4.66611e-06            1            0            0 
6.95266e-310      0.36819    0.0199094      0.36819            1            0            0 
6.95266e-310     0.275883    0.0083351     0.275883            1            0            0 
6.95266e-310     0.185364   0.00288917     0.185364            1            0            0 
6.95266e-310    0.0911977  0.000813289    0.0911977            1            0            0 
6.95266e-310    0.0242316  0.000177461    0.0242316            1            0            0 
6.95266e-310   0.00168109  2.21883e-05   0.00168109            1            0            0 
6.95266e-310  1.41827e-06  7.35178e-07  1.41827e-06            1            0            0 
6.95266e-310   0.00713117   0.00132373   0.00713117            1            0            0 
6.95266e-310   0.00639873  0.000669249   0.00639873            1            0            0 
6.95266e-310     0.004426  0.000253639     0.004426            1            0            0 
6.95266e-310   0.00254972  8.65632e-05   0.00254972            1            0            0 
6.95266e-310  0.000793418  2.19664e-05  0.000793418            1            0            0 
6.95266e-310  5.82745e-05  3.91102e-06  5.82745e-05            1            0            0 
6.95266e-310  1.53393e-09  2.29271e-07  1.53393e-09            1            0            0 
