          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0    0.0440478   0.00999301    0.0440478            1            0            0 
        11.5       0.0005        0.699      2.22533       1    0.0480058    0.0160839    0.0480058            1            0            0 
        11.5        0.003        0.089      10.8496       2    0.0217907   0.00357628    0.0217907            1            0            0 
        11.5        0.003        0.101      10.1174       3    0.0237302   0.00237477    0.0237302            1            0            0 
        11.5        0.003        0.117      9.31615       4    0.0252326   0.00251532    0.0252326            1            0            0 
        11.5        0.003        0.155      7.91793       5    0.0268908   0.00230004    0.0268908            1            0            0 
        11.5        0.003        0.244      5.96918       6    0.0292376   0.00237988    0.0292376            1            0            0 
        11.5        0.003        0.361      4.51176       7    0.0320428   0.00290033    0.0320428            1            0            0 
        11.5        0.003        0.631      2.59327       8    0.0351109   0.00426914    0.0351109            1            0            0 
          44        0.003        0.341      9.22129       9    0.0318843   0.00658037    0.0318843            1            0            0 
          44        0.003        0.386      8.36598      10    0.0334827   0.00451618    0.0334827            1            0            0 
          44        0.003        0.446      7.39288      11    0.0347497   0.00378078    0.0347497            1            0            0 
          44        0.003        0.592      5.50675      12    0.0350208   0.00413963    0.0350208            1            0            0 
