          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0456   0.00999004    0.0235261      1.93827      2.20959      2.85087 
        11.5       0.0005        0.699      2.22533       1       0.0498    0.0111529    0.0163711      3.04194      2.99733      3.67596 
        11.5        0.003        0.089      10.8496       2       0.0222    0.0028588    0.0712591     0.311539     -17.1607     -22.5309 
        11.5        0.003        0.101      10.1174       3       0.0227   0.00264141    0.0728323     0.311675     -18.9794      -27.084 
        11.5        0.003        0.117      9.31615       4       0.0256   0.00279791    0.0720273     0.355421     -16.5936      -25.333 
        11.5        0.003        0.155      7.91793       5       0.0288   0.00266458    0.0669507     0.430167     -14.3177       -31.83 
        11.5        0.003        0.244      5.96918       6       0.0281   0.00259876    0.0535805     0.524445     -9.80487      -21.367 
        11.5        0.003        0.361      4.51176       7       0.0284   0.00271692    0.0381837     0.743774     -3.60102     -7.17387 
          44        0.003        0.341      9.22129       8       0.0379   0.00472216    0.0603221     0.628293     -4.74827     -6.34567 
          44        0.003        0.386      8.36598       9        0.035   0.00420408     0.055181     0.634276     -4.80033     -6.63328 
          44        0.003        0.446      7.39288      10       0.0316   0.00380055    0.0480183     0.658082     -4.31999     -6.23097 
          44        0.003        0.592      5.50675      11       0.0412    0.0044557    0.0318739       1.2926      2.09308      4.71384 
