          Q2           xp         beta           mx   iData         Data       ErrTot       Theory        Ratio         Pull      PullUnc 
        11.5       0.0005         0.57      2.94541       0       0.0448   0.00999301     0.047357     0.946005    -0.255883    -0.332178 
        11.5       0.0005        0.699      2.22533       1        0.064    0.0160839    0.0463379      1.38116      1.09813      1.49139 
        11.5        0.003        0.089      10.8496       2       0.0219   0.00357628     0.034012     0.643891     -3.38675     -4.38259 
        11.5        0.003        0.101      10.1174       3        0.019   0.00237477    0.0353728     0.537136     -6.89447     -9.56647 
        11.5        0.003        0.117      9.31615       4        0.023   0.00251532    0.0360479      0.63804     -5.18737     -7.97671 
        11.5        0.003        0.155      7.91793       5       0.0251   0.00230004    0.0355933     0.705189     -4.56221      -10.295 
        11.5        0.003        0.244      5.96918       6       0.0262   0.00237988     0.033488     0.782369     -3.06235     -7.24044 
        11.5        0.003        0.361      4.51176       7       0.0317   0.00290033    0.0332329     0.953875     -0.52852     -1.21422 
        11.5        0.003        0.631      2.59327       8       0.0403   0.00426914    0.0350937      1.14835      1.21952      2.31693 
          44        0.003        0.341      9.22129       9       0.0202   0.00658037      0.03934     0.513472     -2.90865     -3.07088 
          44        0.003        0.386      8.36598      10       0.0355   0.00451618    0.0391684     0.906343    -0.812281      -1.0797 
          44        0.003        0.446      7.39288      11       0.0327   0.00378078    0.0384204     0.851109     -1.51303     -2.23527 
          44        0.003        0.592      5.50675      12       0.0387   0.00413963    0.0347143      1.11481     0.962807      2.23678 
